country_code,country_name,year,indicator_code,indicator_name,value
KHM,Cambodia,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",16.576872609135
KHM,Cambodia,2024,NY.GDP.MKTP.CD,GDP (current US$),46352647037.2406
KHM,Cambodia,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.97510939607335
KHM,Cambodia,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),2627.87969756224
KHM,Cambodia,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),34.1649557689114
KHM,Cambodia,2024,SL.TLF.TOTL.IN,"Labor force, total",10200782.0
LKA,Sri Lanka,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),107.34
LKA,Sri Lanka,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),4733.4
LKA,Sri Lanka,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),69.3131980107832
LKA,Sri Lanka,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",6958800882.38926
LKA,Sri Lanka,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",8.25132326058186
LKA,Sri Lanka,2020,NY.GDP.MKTP.CD,GDP (current US$),84335574581.5072
LKA,Sri Lanka,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-4.62451503749502
LKA,Sri Lanka,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),3847.60137695639
LKA,Sri Lanka,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),27.124059172471
LKA,Sri Lanka,2020,SL.TLF.TOTL.IN,"Labor force, total",8485010.0
LKA,Sri Lanka,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),117.02
LKA,Sri Lanka,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),4541.1
LKA,Sri Lanka,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),67.8564357341891
LKA,Sri Lanka,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",7784080848.39921
LKA,Sri Lanka,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",8.78994016463402
LKA,Sri Lanka,2021,NY.GDP.MKTP.CD,GDP (current US$),88556698937.7033
LKA,Sri Lanka,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.2074764951157
LKA,Sri Lanka,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),3996.96240014909
LKA,Sri Lanka,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),27.2756790552661
LKA,Sri Lanka,2021,SL.TLF.TOTL.IN,"Labor force, total",8500316.0
LKA,Sri Lanka,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),95.73
LKA,Sri Lanka,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3033.2
LKA,Sri Lanka,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),81.2809065665702
LKA,Sri Lanka,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",6263567408.25539
LKA,Sri Lanka,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",8.44795287007937
LKA,Sri Lanka,2022,NY.GDP.MKTP.CD,GDP (current US$),74143020262.8076
LKA,Sri Lanka,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-7.34919301306745
LKA,Sri Lanka,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),3342.63650253855
LKA,Sri Lanka,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),26.4927667720376
LKA,Sri Lanka,2022,SL.TLF.TOTL.IN,"Labor force, total",8527218.0
LKA,Sri Lanka,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3804.3
LKA,Sri Lanka,2023,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),74.5886504230503
LKA,Sri Lanka,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",6801026293.12982
LKA,Sri Lanka,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",8.12391264498649
LKA,Sri Lanka,2023,NY.GDP.MKTP.CD,GDP (current US$),83716142582.1945
LKA,Sri Lanka,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-2.3298481898334
LKA,Sri Lanka,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),3798.89016573011
LKA,Sri Lanka,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),26.456025466166
LKA,Sri Lanka,2023,SL.TLF.TOTL.IN,"Labor force, total",8109783.0
LKA,Sri Lanka,2024,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),58.8897020425324
LKA,Sri Lanka,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",8213633487.85605
LKA,Sri Lanka,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",8.2996858332285
LKA,Sri Lanka,2024,NY.GDP.MKTP.CD,GDP (current US$),98963185509.6499
LKA,Sri Lanka,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.00871930957159
LKA,Sri Lanka,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),4515.56787322732
LKA,Sri Lanka,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),26.3174160851635
LKA,Sri Lanka,2024,SL.TLF.TOTL.IN,"Labor force, total",8304691.0
MMR,Myanmar,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),96.55
MMR,Myanmar,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3712.4
MMR,Myanmar,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),17.2950651539903
MMR,Myanmar,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",17712106109.1379
MMR,Myanmar,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.4186525400503
MMR,Myanmar,2020,NY.GDP.MKTP.CD,GDP (current US$),79006113670.2831
MMR,Myanmar,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-9.04834717984643
MMR,Myanmar,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),1490.21683599469
MMR,Myanmar,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),46.4675606772375
MMR,Myanmar,2020,SL.TLF.TOTL.IN,"Labor force, total",23870997.0
MMR,Myanmar,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),98.9
MMR,Myanmar,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3740.7
MMR,Myanmar,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),21.0676114738987
MMR,Myanmar,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",15116967093.7884
MMR,Myanmar,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.7852901568211
MMR,Myanmar,2021,NY.GDP.MKTP.CD,GDP (current US$),66345291149.4433
MMR,Myanmar,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-12.0163724829177
MMR,Myanmar,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),1242.7213439951
MMR,Myanmar,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),46.5899395765067
MMR,Myanmar,2021,SL.TLF.TOTL.IN,"Labor force, total",22117425.0
MMR,Myanmar,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),94.24
MMR,Myanmar,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3795.4
MMR,Myanmar,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),20.5015111684972
MMR,Myanmar,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",13903814098.9144
MMR,Myanmar,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.3343500768495
MMR,Myanmar,2022,NY.GDP.MKTP.CD,GDP (current US$),62253049903.28
MMR,Myanmar,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.0374934360085
MMR,Myanmar,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),1158.05005055976
MMR,Myanmar,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),45.8193782127211
MMR,Myanmar,2022,SL.TLF.TOTL.IN,"Labor force, total",22343279.0
MMR,Myanmar,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3795.9
MMR,Myanmar,2023,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),18.5621659533207
MMR,Myanmar,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",15168820380.9524
MMR,Myanmar,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.7222309725462
MMR,Myanmar,2023,NY.GDP.MKTP.CD,GDP (current US$),66757619000.0
MMR,Myanmar,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.958446625126115
MMR,Myanmar,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),1233.19666209269
MMR,Myanmar,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),45.2453969645892
MMR,Myanmar,2023,SL.TLF.TOTL.IN,"Labor force, total",22552833.0
MMR,Myanmar,2024,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3779.1
MMR,Myanmar,2024,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),15.2759866470065
MMR,Myanmar,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",15431530794.9173
MMR,Myanmar,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",20.8341766680744
MMR,Myanmar,2024,NY.GDP.MKTP.CD,GDP (current US$),74068349523.8095
MMR,Myanmar,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.97204641363362
MMR,Myanmar,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),1359.05001560107
MMR,Myanmar,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),45.3568178680874
MMR,Myanmar,2024,SL.TLF.TOTL.IN,"Labor force, total",22744175.0
NPL,Nepal,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),113.73
NPL,Nepal,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3203.3
NPL,Nepal,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),23.3700917945979
NPL,Nepal,2020,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",39.0485631284493
NPL,Nepal,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",7415615787.43612
NPL,Nepal,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.1800901918015
NPL,Nepal,2020,NY.GDP.MKTP.CD,GDP (current US$),33433659301.2466
NPL,Nepal,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-2.3696206292072
NPL,Nepal,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),1154.21517578318
NPL,Nepal,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),24.9527582140169
NPL,Nepal,2020,SL.TLF.TOTL.IN,"Labor force, total",7977675.0
NPL,Nepal,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),112.82
NPL,Nepal,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3063.2
NPL,Nepal,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),23.7616294058189
NPL,Nepal,2021,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",39.9222686422289
NPL,Nepal,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",8131386326.66182
NPL,Nepal,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.0214522788058
NPL,Nepal,2021,NY.GDP.MKTP.CD,GDP (current US$),36924841394.2605
NPL,Nepal,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.838149614115
NPL,Nepal,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),1252.75076731986
NPL,Nepal,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),24.9920844414884
NPL,Nepal,2021,SL.TLF.TOTL.IN,"Labor force, total",8226953.0
NPL,Nepal,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),116.66
NPL,Nepal,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3218.5
NPL,Nepal,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),22.1714628607957
NPL,Nepal,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",8613152357.33683
NPL,Nepal,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",20.9143699815129
NPL,Nepal,2022,NY.GDP.MKTP.CD,GDP (current US$),41182939600.6209
NPL,Nepal,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.6313145568451
NPL,Nepal,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),1385.91066274851
NPL,Nepal,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),24.3207154496029
NPL,Nepal,2022,SL.TLF.TOTL.IN,"Labor force, total",8325856.0
NPL,Nepal,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3344.3
NPL,Nepal,2023,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),24.0384374799175
NPL,Nepal,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",8742647267.64352
NPL,Nepal,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",21.2987131119409
NPL,Nepal,2023,NY.GDP.MKTP.CD,GDP (current US$),41047772331.0994
NPL,Nepal,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.98254843628392
NPL,Nepal,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),1382.33055769304
NPL,Nepal,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),23.9506972536467
NPL,Nepal,2023,SL.TLF.TOTL.IN,"Labor force, total",8335831.0
NPL,Nepal,2024,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),23.2748414884129
NPL,Nepal,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",9386213890.3037
NPL,Nepal,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",21.8720119555441
NPL,Nepal,2024,NY.GDP.MKTP.CD,GDP (current US$),42914268286.7109
NPL,Nepal,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.66537430744967
NPL,Nepal,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),1447.31004458428
NPL,Nepal,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),23.4839369800344
NPL,Nepal,2024,SL.TLF.TOTL.IN,"Labor force, total",8342811.0
PAK,Pakistan,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),105.14
PAK,Pakistan,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3353.4
PAK,Pakistan,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),39.9870693569552
PAK,Pakistan,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",65655410998.4781
PAK,Pakistan,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",21.8541325548966
PAK,Pakistan,2020,NY.GDP.MKTP.CD,GDP (current US$),300425609817.981
PAK,Pakistan,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-1.27408744338709
PAK,Pakistan,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),1278.39735206896
PAK,Pakistan,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),38.3114820459559
PAK,Pakistan,2020,SL.TLF.TOTL.IN,"Labor force, total",75332749.0
PAK,Pakistan,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),113.42
PAK,Pakistan,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3489.4
PAK,Pakistan,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),37.9965494190867
PAK,Pakistan,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",78982613373.72
PAK,Pakistan,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.6625080760743
PAK,Pakistan,2021,NY.GDP.MKTP.CD,GDP (current US$),348516647445.148
PAK,Pakistan,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.51388575852702
PAK,Pakistan,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),1455.31922370186
PAK,Pakistan,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),37.098033495337
PAK,Pakistan,2021,SL.TLF.TOTL.IN,"Labor force, total",78814704.0
PAK,Pakistan,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),104.13
PAK,Pakistan,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3463.0
PAK,Pakistan,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),34.5202602197744
PAK,Pakistan,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",83701249085.4445
PAK,Pakistan,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",22.3268646996031
PAK,Pakistan,2022,NY.GDP.MKTP.CD,GDP (current US$),374890295666.694
PAK,Pakistan,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.7781068690358
PAK,Pakistan,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),1538.3228133171
PAK,Pakistan,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),36.7314142033124
PAK,Pakistan,2022,SL.TLF.TOTL.IN,"Labor force, total",80064041.0
PAK,Pakistan,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3634.0
PAK,Pakistan,2023,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),39.4498353457572
PAK,Pakistan,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",78874512938.1202
PAK,Pakistan,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",23.426703596366
PAK,Pakistan,2023,NY.GDP.MKTP.CD,GDP (current US$),336686348609.266
PAK,Pakistan,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.414935997088406
PAK,Pakistan,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),1360.32417758419
PAK,Pakistan,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),36.7740398149604
PAK,Pakistan,2023,SL.TLF.TOTL.IN,"Labor force, total",81613188.0
PAK,Pakistan,2024,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),35.6282760521045
PAK,Pakistan,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",88222928688.0339
PAK,Pakistan,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",23.7432862338836
PAK,Pakistan,2024,NY.GDP.MKTP.CD,GDP (current US$),371570000121.266
PAK,Pakistan,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.04898287335465
PAK,Pakistan,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),1478.77277977996
PAK,Pakistan,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),36.5441423834632
PAK,Pakistan,2024,SL.TLF.TOTL.IN,"Labor force, total",83217450.0
PHL,Philippines,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),102.93
PHL,Philippines,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3769.4
PHL,Philippines,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),25.3116389229833
PHL,Philippines,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",36845479325.2052
PHL,Philippines,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",10.1853110317615
PHL,Philippines,2020,NY.GDP.MKTP.CD,GDP (current US$),361751145451.597
PHL,Philippines,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-9.51829474045297
PHL,Philippines,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),3227.57910235199
PHL,Philippines,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),24.5081370532987
PHL,Philippines,2020,SL.TLF.TOTL.IN,"Labor force, total",42533348.0
PHL,Philippines,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),105.11
PHL,Philippines,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3832.9
PHL,Philippines,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),26.1303951987477
PHL,Philippines,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",39681302647.1153
PHL,Philippines,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",10.0691640204876
PHL,Philippines,2021,NY.GDP.MKTP.CD,GDP (current US$),394087359848.11
PHL,Philippines,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.71473313185116
PHL,Philippines,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),3484.38593882819
PHL,Philippines,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),24.325505789458
PHL,Philippines,2021,SL.TLF.TOTL.IN,"Labor force, total",44699749.0
PHL,Philippines,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),103.98
PHL,Philippines,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3821.5
PHL,Philippines,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),25.875290276635
PHL,Philippines,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",38622895943.3116
PHL,Philippines,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",9.55176804414326
PHL,Philippines,2022,NY.GDP.MKTP.CD,GDP (current US$),404353369604.631
PHL,Philippines,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),7.58098212785563
PHL,Philippines,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),3548.06930572116
PHL,Philippines,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),22.8363518329959
PHL,Philippines,2022,SL.TLF.TOTL.IN,"Labor force, total",49481401.0
PHL,Philippines,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3869.2
PHL,Philippines,2023,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),25.6668725797068
PHL,Philippines,2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",41084830895.3152
PHL,Philippines,2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",9.40036652870699
PHL,Philippines,2023,NY.GDP.MKTP.CD,GDP (current US$),437055627244.424
PHL,Philippines,2023,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.51894967862863
PHL,Philippines,2023,NY.GDP.PCAP.CD,GDP per capita (current US$),3804.08274131097
PHL,Philippines,2023,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),22.0370920130941
PHL,Philippines,2023,SL.TLF.TOTL.IN,"Labor force, total",50378922.0
PHL,Philippines,2024,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),26.2604550502335
PHL,Philippines,2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",41926533969.6326
PHL,Philippines,2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",9.08252678487007
PHL,Philippines,2024,NY.GDP.MKTP.CD,GDP (current US$),461617509782.355
PHL,Philippines,2024,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.69201612823412
PHL,Philippines,2024,NY.GDP.PCAP.CD,GDP per capita (current US$),3984.8315387656
PHL,Philippines,2024,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),21.1858721910537
PHL,Philippines,2024,SL.TLF.TOTL.IN,"Labor force, total",51307682.0
THA,Thailand,2020,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),97.97
THA,Thailand,2020,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3014.1
THA,Thailand,2020,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),38.1852515690645
THA,Thailand,2020,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",50.3227814999415
THA,Thailand,2020,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",43554459075.4815
THA,Thailand,2020,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",8.70285214673554
THA,Thailand,2020,NY.GDP.MKTP.CD,GDP (current US$),500461898480.246
THA,Thailand,2020,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-6.05003846851622
THA,Thailand,2020,NY.GDP.PCAP.CD,GDP per capita (current US$),6985.64393892574
THA,Thailand,2020,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),31.3894710294934
THA,Thailand,2020,SL.TLF.TOTL.IN,"Labor force, total",40252215.0
THA,Thailand,2021,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),102.1
THA,Thailand,2021,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3062.0
THA,Thailand,2021,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),40.2520564409155
THA,Thailand,2021,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",58.5114542035114
THA,Thailand,2021,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",44003061816.7824
THA,Thailand,2021,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",8.69291293050797
THA,Thailand,2021,NY.GDP.MKTP.CD,GDP (current US$),506194668789.937
THA,Thailand,2021,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.55216608426647
THA,Thailand,2021,NY.GDP.PCAP.CD,GDP per capita (current US$),7057.20754802279
THA,Thailand,2021,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),31.8973264305607
THA,Thailand,2021,SL.TLF.TOTL.IN,"Labor force, total",40439671.0
THA,Thailand,2022,AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),106.6
THA,Thailand,2022,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3105.6
THA,Thailand,2022,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),41.8986110741223
THA,Thailand,2022,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",60.349920189306
THA,Thailand,2022,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",43217498445.584
THA,Thailand,2022,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",8.71945138441444
THA,Thailand,2022,NY.GDP.MKTP.CD,GDP (current US$),495644697587.661
THA,Thailand,2022,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.58037874709827
THA,Thailand,2022,NY.GDP.PCAP.CD,GDP per capita (current US$),6909.35281815827
THA,Thailand,2022,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment),30.4232397167292
THA,Thailand,2022,SL.TLF.TOTL.IN,"Labor force, total",40754371.0
THA,Thailand,2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),3071.7
